Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
oak-coat-racks-set-of-2-with-and-without-shelf,Oak Coat Racks Set of 2 — With and Without Shelf,"<p>A matching set of 2 solid oak coat racks — one with a shelf, one without. Perfect for hallways, entryways, or mudrooms. Handmade to order from solid natural oak with cast iron hooks.</p><p><strong>Dimensions:</strong><br>Height: 17cm | Depth: 10cm<br>2 Hooks – 40cm | 3 Hooks – 52cm | 4 Hooks – 64cm | 5 Hooks – 76cm | 6 Hooks – 88cm | 7 Hooks – 98cm | 8 Hooks – 110cm | 9 Hooks – 120cm | 10 Hooks – 130cm | 11 Hooks – 140cm | 12 Hooks – 150cm</p><p>Available in Clear, Old Oak, Dark, and Grey oil finishes. Hooks in Black, Gold, Old Copper, Chrome, or Old Brass.</p>",Craft Wood Furniture,Coat Rack,"coat-rack, hallway, handmade, oak, set, wall-mounted",TRUE,Title,Default Title,CWF-oak-coat-racks-set-of-2-with-and-without-shelf,0,shopify,10,deny,manual,261.76,,TRUE,TRUE,,,Oak Coat Racks Set of 2 — With and Without Shelf,active
solid-oak-fireplace-beam-mantel,Solid Oak Fireplace Beam Mantel,"<p>Add timeless elegance and natural charm to your living room. Perfect for log burners, open fires, and fireplaces. Handmade from solid oak, pre-drilled with free fixings included.</p><p><strong>Three finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — sanded with lightly rounded edges</li>
<li>
<strong>Lightly Worked</strong> — deeper working on edges for a distressed effect</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and distressing for maximum rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled, pre-drilled, free fixings included. Custom lengths available on request.</p>",Craft Wood Furniture,Fireplace Beam,"beam, fireplace, handmade, log-burner, mantel, oak, rustic",TRUE,Title,Default Title,CWF-solid-oak-fireplace-beam-mantel,0,shopify,10,deny,manual,166.97,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1027/1342/6262/files/fireplace-beam-1.jpg?v=1778503958,1,Solid Oak Fireplace Beam,active
solid-oak-fireplace-beam-mantel,Solid Oak Fireplace Beam Mantel,"<p>Add timeless elegance and natural charm to your living room. Perfect for log burners, open fires, and fireplaces. Handmade from solid oak, pre-drilled with free fixings included.</p><p><strong>Three finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — sanded with lightly rounded edges</li>
<li>
<strong>Lightly Worked</strong> — deeper working on edges for a distressed effect</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and distressing for maximum rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled, pre-drilled, free fixings included. Custom lengths available on request.</p>",Craft Wood Furniture,Fireplace Beam,"beam, fireplace, handmade, log-burner, mantel, oak, rustic",TRUE,Title,Default Title,CWF-solid-oak-fireplace-beam-mantel,0,shopify,10,deny,manual,220.00,,TRUE,TRUE,,,Solid Oak Fireplace Beam Mantel,active
solid-oak-fireplace-beam-mantel,Solid Oak Fireplace Beam Mantel,"<p>Add timeless elegance and natural charm to your living room. Perfect for log burners, open fires, and fireplaces. Handmade from solid oak, pre-drilled with free fixings included.</p><p><strong>Three finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — sanded with lightly rounded edges</li>
<li>
<strong>Lightly Worked</strong> — deeper working on edges for a distressed effect</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and distressing for maximum rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled, pre-drilled, free fixings included. Custom lengths available on request.</p>",Craft Wood Furniture,Fireplace Beam,"beam, fireplace, handmade, log-burner, mantel, oak, rustic",TRUE,Title,Default Title,CWF-solid-oak-fireplace-beam-mantel,0,shopify,10,deny,manual,310.00,,TRUE,TRUE,,,Solid Oak Fireplace Beam Mantel,active
solid-oak-fireplace-beam-mantel,Solid Oak Fireplace Beam Mantel,"<p>Add timeless elegance and natural charm to your living room. Perfect for log burners, open fires, and fireplaces. Handmade from solid oak, pre-drilled with free fixings included.</p><p><strong>Three finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — sanded with lightly rounded edges</li>
<li>
<strong>Lightly Worked</strong> — deeper working on edges for a distressed effect</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and distressing for maximum rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled, pre-drilled, free fixings included. Custom lengths available on request.</p>",Craft Wood Furniture,Fireplace Beam,"beam, fireplace, handmade, log-burner, mantel, oak, rustic",TRUE,Title,Default Title,CWF-solid-oak-fireplace-beam-mantel,0,shopify,10,deny,manual,480.84,,TRUE,TRUE,,,Solid Oak Fireplace Beam Mantel,active
solid-oak-fireplace-beam-mantel,Solid Oak Fireplace Beam Mantel,"<p>Add timeless elegance and natural charm to your living room. Perfect for log burners, open fires, and fireplaces. Handmade from solid oak, pre-drilled with free fixings included.</p><p><strong>Three finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — sanded with lightly rounded edges</li>
<li>
<strong>Lightly Worked</strong> — deeper working on edges for a distressed effect</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and distressing for maximum rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled, pre-drilled, free fixings included. Custom lengths available on request.</p>",Craft Wood Furniture,Fireplace Beam,"beam, fireplace, handmade, log-burner, mantel, oak, rustic",TRUE,Title,Default Title,CWF-solid-oak-fireplace-beam-mantel,0,shopify,10,deny,manual,177.30,,TRUE,TRUE,,,Solid Oak Fireplace Beam Mantel,active
solid-oak-fireplace-beam-mantel,Solid Oak Fireplace Beam Mantel,"<p>Add timeless elegance and natural charm to your living room. Perfect for log burners, open fires, and fireplaces. Handmade from solid oak, pre-drilled with free fixings included.</p><p><strong>Three finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — sanded with lightly rounded edges</li>
<li>
<strong>Lightly Worked</strong> — deeper working on edges for a distressed effect</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and distressing for maximum rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled, pre-drilled, free fixings included. Custom lengths available on request.</p>",Craft Wood Furniture,Fireplace Beam,"beam, fireplace, handmade, log-burner, mantel, oak, rustic",TRUE,Title,Default Title,CWF-solid-oak-fireplace-beam-mantel,0,shopify,10,deny,manual,235.00,,TRUE,TRUE,,,Solid Oak Fireplace Beam Mantel,active
solid-oak-fireplace-beam-mantel,Solid Oak Fireplace Beam Mantel,"<p>Add timeless elegance and natural charm to your living room. Perfect for log burners, open fires, and fireplaces. Handmade from solid oak, pre-drilled with free fixings included.</p><p><strong>Three finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — sanded with lightly rounded edges</li>
<li>
<strong>Lightly Worked</strong> — deeper working on edges for a distressed effect</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and distressing for maximum rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled, pre-drilled, free fixings included. Custom lengths available on request.</p>",Craft Wood Furniture,Fireplace Beam,"beam, fireplace, handmade, log-burner, mantel, oak, rustic",TRUE,Title,Default Title,CWF-solid-oak-fireplace-beam-mantel,0,shopify,10,deny,manual,330.00,,TRUE,TRUE,,,Solid Oak Fireplace Beam Mantel,active
solid-oak-fireplace-beam-mantel,Solid Oak Fireplace Beam Mantel,"<p>Add timeless elegance and natural charm to your living room. Perfect for log burners, open fires, and fireplaces. Handmade from solid oak, pre-drilled with free fixings included.</p><p><strong>Three finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — sanded with lightly rounded edges</li>
<li>
<strong>Lightly Worked</strong> — deeper working on edges for a distressed effect</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and distressing for maximum rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled, pre-drilled, free fixings included. Custom lengths available on request.</p>",Craft Wood Furniture,Fireplace Beam,"beam, fireplace, handmade, log-burner, mantel, oak, rustic",TRUE,Title,Default Title,CWF-solid-oak-fireplace-beam-mantel,0,shopify,10,deny,manual,536.33,,TRUE,TRUE,,,Solid Oak Fireplace Beam Mantel,active
solid-oak-fireplace-beam-mantel,Solid Oak Fireplace Beam Mantel,"<p>Add timeless elegance and natural charm to your living room. Perfect for log burners, open fires, and fireplaces. Handmade from solid oak, pre-drilled with free fixings included.</p><p><strong>Three finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — sanded with lightly rounded edges</li>
<li>
<strong>Lightly Worked</strong> — deeper working on edges for a distressed effect</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and distressing for maximum rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled, pre-drilled, free fixings included. Custom lengths available on request.</p>",Craft Wood Furniture,Fireplace Beam,"beam, fireplace, handmade, log-burner, mantel, oak, rustic",TRUE,Title,Default Title,CWF-solid-oak-fireplace-beam-mantel,0,shopify,10,deny,manual,300.00,,TRUE,TRUE,,,Solid Oak Fireplace Beam Mantel,active
solid-oak-fireplace-beam-mantel,Solid Oak Fireplace Beam Mantel,"<p>Add timeless elegance and natural charm to your living room. Perfect for log burners, open fires, and fireplaces. Handmade from solid oak, pre-drilled with free fixings included.</p><p><strong>Three finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — sanded with lightly rounded edges</li>
<li>
<strong>Lightly Worked</strong> — deeper working on edges for a distressed effect</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and distressing for maximum rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled, pre-drilled, free fixings included. Custom lengths available on request.</p>",Craft Wood Furniture,Fireplace Beam,"beam, fireplace, handmade, log-burner, mantel, oak, rustic",TRUE,Title,Default Title,CWF-solid-oak-fireplace-beam-mantel,0,shopify,10,deny,manual,430.00,,TRUE,TRUE,,,Solid Oak Fireplace Beam Mantel,active
solid-oak-floating-shelf-4cm-thick,Solid Oak Floating Shelf 4cm Thick,"<p>Our Solid Oak Shelves are crafted to order, available in a variety of widths and lengths. 40mm thick solid oak, hand planed and sanded. Available with hidden fixings (pre-drilled) or black metal brackets.</p><p><strong>What you receive:</strong></p><ul>
<li>Solid Oak Shelf 40mm thick in selected size</li>
<li>Choice of hidden or black metal brackets</li>
<li>Oiled finish (oil colour on request)</li>
<li>Pre-drilled for concealed fixings</li>
</ul><p><em>Note: oak is a natural product and may have individual characteristics such as cracks, shakes, or knots — these are features, not flaws.</em></p>",Craft Wood Furniture,Floating Shelf,"floating-shelf, handmade, kitchen, oak, rustic, shelf",TRUE,Title,Default Title,CWF-solid-oak-floating-shelf-4cm-thick,0,shopify,10,deny,manual,101.56,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1027/1342/6262/files/floating-shelf-1.jpg?v=1778503957,1,Solid Oak Floating Shelf,active
solid-oak-floating-shelf-4cm-thick,Solid Oak Floating Shelf 4cm Thick,"<p>Our Solid Oak Shelves are crafted to order, available in a variety of widths and lengths. 40mm thick solid oak, hand planed and sanded. Available with hidden fixings (pre-drilled) or black metal brackets.</p><p><strong>What you receive:</strong></p><ul>
<li>Solid Oak Shelf 40mm thick in selected size</li>
<li>Choice of hidden or black metal brackets</li>
<li>Oiled finish (oil colour on request)</li>
<li>Pre-drilled for concealed fixings</li>
</ul><p><em>Note: oak is a natural product and may have individual characteristics such as cracks, shakes, or knots — these are features, not flaws.</em></p>",Craft Wood Furniture,Floating Shelf,"floating-shelf, handmade, kitchen, oak, rustic, shelf",TRUE,Title,Default Title,CWF-solid-oak-floating-shelf-4cm-thick,0,shopify,10,deny,manual,118.77,,TRUE,TRUE,,,Solid Oak Floating Shelf 4cm Thick,active
solid-oak-floating-shelf-4cm-thick,Solid Oak Floating Shelf 4cm Thick,"<p>Our Solid Oak Shelves are crafted to order, available in a variety of widths and lengths. 40mm thick solid oak, hand planed and sanded. Available with hidden fixings (pre-drilled) or black metal brackets.</p><p><strong>What you receive:</strong></p><ul>
<li>Solid Oak Shelf 40mm thick in selected size</li>
<li>Choice of hidden or black metal brackets</li>
<li>Oiled finish (oil colour on request)</li>
<li>Pre-drilled for concealed fixings</li>
</ul><p><em>Note: oak is a natural product and may have individual characteristics such as cracks, shakes, or knots — these are features, not flaws.</em></p>",Craft Wood Furniture,Floating Shelf,"floating-shelf, handmade, kitchen, oak, rustic, shelf",TRUE,Title,Default Title,CWF-solid-oak-floating-shelf-4cm-thick,0,shopify,10,deny,manual,118.77,,TRUE,TRUE,,,Solid Oak Floating Shelf 4cm Thick,active
solid-oak-floating-shelf-4cm-thick,Solid Oak Floating Shelf 4cm Thick,"<p>Our Solid Oak Shelves are crafted to order, available in a variety of widths and lengths. 40mm thick solid oak, hand planed and sanded. Available with hidden fixings (pre-drilled) or black metal brackets.</p><p><strong>What you receive:</strong></p><ul>
<li>Solid Oak Shelf 40mm thick in selected size</li>
<li>Choice of hidden or black metal brackets</li>
<li>Oiled finish (oil colour on request)</li>
<li>Pre-drilled for concealed fixings</li>
</ul><p><em>Note: oak is a natural product and may have individual characteristics such as cracks, shakes, or knots — these are features, not flaws.</em></p>",Craft Wood Furniture,Floating Shelf,"floating-shelf, handmade, kitchen, oak, rustic, shelf",TRUE,Title,Default Title,CWF-solid-oak-floating-shelf-4cm-thick,0,shopify,10,deny,manual,135.99,,TRUE,TRUE,,,Solid Oak Floating Shelf 4cm Thick,active
solid-oak-floating-shelf-4cm-thick,Solid Oak Floating Shelf 4cm Thick,"<p>Our Solid Oak Shelves are crafted to order, available in a variety of widths and lengths. 40mm thick solid oak, hand planed and sanded. Available with hidden fixings (pre-drilled) or black metal brackets.</p><p><strong>What you receive:</strong></p><ul>
<li>Solid Oak Shelf 40mm thick in selected size</li>
<li>Choice of hidden or black metal brackets</li>
<li>Oiled finish (oil colour on request)</li>
<li>Pre-drilled for concealed fixings</li>
</ul><p><em>Note: oak is a natural product and may have individual characteristics such as cracks, shakes, or knots — these are features, not flaws.</em></p>",Craft Wood Furniture,Floating Shelf,"floating-shelf, handmade, kitchen, oak, rustic, shelf",TRUE,Title,Default Title,CWF-solid-oak-floating-shelf-4cm-thick,0,shopify,10,deny,manual,129.10,,TRUE,TRUE,,,Solid Oak Floating Shelf 4cm Thick,active
solid-oak-floating-shelf-4cm-thick,Solid Oak Floating Shelf 4cm Thick,"<p>Our Solid Oak Shelves are crafted to order, available in a variety of widths and lengths. 40mm thick solid oak, hand planed and sanded. Available with hidden fixings (pre-drilled) or black metal brackets.</p><p><strong>What you receive:</strong></p><ul>
<li>Solid Oak Shelf 40mm thick in selected size</li>
<li>Choice of hidden or black metal brackets</li>
<li>Oiled finish (oil colour on request)</li>
<li>Pre-drilled for concealed fixings</li>
</ul><p><em>Note: oak is a natural product and may have individual characteristics such as cracks, shakes, or knots — these are features, not flaws.</em></p>",Craft Wood Furniture,Floating Shelf,"floating-shelf, handmade, kitchen, oak, rustic, shelf",TRUE,Title,Default Title,CWF-solid-oak-floating-shelf-4cm-thick,0,shopify,10,deny,manual,146.32,,TRUE,TRUE,,,Solid Oak Floating Shelf 4cm Thick,active
solid-oak-floating-shelf-4cm-thick,Solid Oak Floating Shelf 4cm Thick,"<p>Our Solid Oak Shelves are crafted to order, available in a variety of widths and lengths. 40mm thick solid oak, hand planed and sanded. Available with hidden fixings (pre-drilled) or black metal brackets.</p><p><strong>What you receive:</strong></p><ul>
<li>Solid Oak Shelf 40mm thick in selected size</li>
<li>Choice of hidden or black metal brackets</li>
<li>Oiled finish (oil colour on request)</li>
<li>Pre-drilled for concealed fixings</li>
</ul><p><em>Note: oak is a natural product and may have individual characteristics such as cracks, shakes, or knots — these are features, not flaws.</em></p>",Craft Wood Furniture,Floating Shelf,"floating-shelf, handmade, kitchen, oak, rustic, shelf",TRUE,Title,Default Title,CWF-solid-oak-floating-shelf-4cm-thick,0,shopify,10,deny,manual,144.59,,TRUE,TRUE,,,Solid Oak Floating Shelf 4cm Thick,active
solid-oak-floating-shelf-4cm-thick,Solid Oak Floating Shelf 4cm Thick,"<p>Our Solid Oak Shelves are crafted to order, available in a variety of widths and lengths. 40mm thick solid oak, hand planed and sanded. Available with hidden fixings (pre-drilled) or black metal brackets.</p><p><strong>What you receive:</strong></p><ul>
<li>Solid Oak Shelf 40mm thick in selected size</li>
<li>Choice of hidden or black metal brackets</li>
<li>Oiled finish (oil colour on request)</li>
<li>Pre-drilled for concealed fixings</li>
</ul><p><em>Note: oak is a natural product and may have individual characteristics such as cracks, shakes, or knots — these are features, not flaws.</em></p>",Craft Wood Furniture,Floating Shelf,"floating-shelf, handmade, kitchen, oak, rustic, shelf",TRUE,Title,Default Title,CWF-solid-oak-floating-shelf-4cm-thick,0,shopify,10,deny,manual,161.81,,TRUE,TRUE,,,Solid Oak Floating Shelf 4cm Thick,active
solid-oak-floating-shelf-4cm-thick,Solid Oak Floating Shelf 4cm Thick,"<p>Our Solid Oak Shelves are crafted to order, available in a variety of widths and lengths. 40mm thick solid oak, hand planed and sanded. Available with hidden fixings (pre-drilled) or black metal brackets.</p><p><strong>What you receive:</strong></p><ul>
<li>Solid Oak Shelf 40mm thick in selected size</li>
<li>Choice of hidden or black metal brackets</li>
<li>Oiled finish (oil colour on request)</li>
<li>Pre-drilled for concealed fixings</li>
</ul><p><em>Note: oak is a natural product and may have individual characteristics such as cracks, shakes, or knots — these are features, not flaws.</em></p>",Craft Wood Furniture,Floating Shelf,"floating-shelf, handmade, kitchen, oak, rustic, shelf",TRUE,Title,Default Title,CWF-solid-oak-floating-shelf-4cm-thick,0,shopify,10,deny,manual,158.37,,TRUE,TRUE,,,Solid Oak Floating Shelf 4cm Thick,active
solid-oak-floating-shelf-4cm-thick,Solid Oak Floating Shelf 4cm Thick,"<p>Our Solid Oak Shelves are crafted to order, available in a variety of widths and lengths. 40mm thick solid oak, hand planed and sanded. Available with hidden fixings (pre-drilled) or black metal brackets.</p><p><strong>What you receive:</strong></p><ul>
<li>Solid Oak Shelf 40mm thick in selected size</li>
<li>Choice of hidden or black metal brackets</li>
<li>Oiled finish (oil colour on request)</li>
<li>Pre-drilled for concealed fixings</li>
</ul><p><em>Note: oak is a natural product and may have individual characteristics such as cracks, shakes, or knots — these are features, not flaws.</em></p>",Craft Wood Furniture,Floating Shelf,"floating-shelf, handmade, kitchen, oak, rustic, shelf",TRUE,Title,Default Title,CWF-solid-oak-floating-shelf-4cm-thick,0,shopify,10,deny,manual,175.58,,TRUE,TRUE,,,Solid Oak Floating Shelf 4cm Thick,active
solid-oak-mantel-beam-all-sizes-oiled,"Solid Oak Mantel Beam — All Sizes, Oiled","<p>Our Oak Mantel Beams are crafted to order in a variety of sizes and lengths. Three finish options: Sanded, Lightly Worked, or Heavily Worked. Pre-drilled with free fixings included.</p><p><strong>Finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — clean, contemporary look with rounded edges</li>
<li>
<strong>Lightly Worked</strong> — subtle distressed effect on edges</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled finish, pre-drilled, free fixings. Custom lengths available — message us with requirements.</p>",Craft Wood Furniture,Mantel Beam,"beam, fireplace, handmade, log-burner, mantel, oak, oiled, rustic",TRUE,Title,Default Title,CWF-solid-oak-mantel-beam-all-sizes-oiled,0,shopify,10,deny,manual,163.53,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1027/1342/6262/files/mantel-beam-1.jpg?v=1778503957,1,Solid Oak Mantel Beam,active
solid-oak-mantel-beam-all-sizes-oiled,"Solid Oak Mantel Beam — All Sizes, Oiled","<p>Our Oak Mantel Beams are crafted to order in a variety of sizes and lengths. Three finish options: Sanded, Lightly Worked, or Heavily Worked. Pre-drilled with free fixings included.</p><p><strong>Finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — clean, contemporary look with rounded edges</li>
<li>
<strong>Lightly Worked</strong> — subtle distressed effect on edges</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled finish, pre-drilled, free fixings. Custom lengths available — message us with requirements.</p>",Craft Wood Furniture,Mantel Beam,"beam, fireplace, handmade, log-burner, mantel, oak, oiled, rustic",TRUE,Title,Default Title,CWF-solid-oak-mantel-beam-all-sizes-oiled,0,shopify,10,deny,manual,215.00,,TRUE,TRUE,,,"Solid Oak Mantel Beam — All Sizes, Oiled",active
solid-oak-mantel-beam-all-sizes-oiled,"Solid Oak Mantel Beam — All Sizes, Oiled","<p>Our Oak Mantel Beams are crafted to order in a variety of sizes and lengths. Three finish options: Sanded, Lightly Worked, or Heavily Worked. Pre-drilled with free fixings included.</p><p><strong>Finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — clean, contemporary look with rounded edges</li>
<li>
<strong>Lightly Worked</strong> — subtle distressed effect on edges</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled finish, pre-drilled, free fixings. Custom lengths available — message us with requirements.</p>",Craft Wood Furniture,Mantel Beam,"beam, fireplace, handmade, log-burner, mantel, oak, oiled, rustic",TRUE,Title,Default Title,CWF-solid-oak-mantel-beam-all-sizes-oiled,0,shopify,10,deny,manual,303.00,,TRUE,TRUE,,,"Solid Oak Mantel Beam — All Sizes, Oiled",active
solid-oak-mantel-beam-all-sizes-oiled,"Solid Oak Mantel Beam — All Sizes, Oiled","<p>Our Oak Mantel Beams are crafted to order in a variety of sizes and lengths. Three finish options: Sanded, Lightly Worked, or Heavily Worked. Pre-drilled with free fixings included.</p><p><strong>Finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — clean, contemporary look with rounded edges</li>
<li>
<strong>Lightly Worked</strong> — subtle distressed effect on edges</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled finish, pre-drilled, free fixings. Custom lengths available — message us with requirements.</p>",Craft Wood Furniture,Mantel Beam,"beam, fireplace, handmade, log-burner, mantel, oak, oiled, rustic",TRUE,Title,Default Title,CWF-solid-oak-mantel-beam-all-sizes-oiled,0,shopify,10,deny,manual,470.89,,TRUE,TRUE,,,"Solid Oak Mantel Beam — All Sizes, Oiled",active
solid-oak-mantel-beam-all-sizes-oiled,"Solid Oak Mantel Beam — All Sizes, Oiled","<p>Our Oak Mantel Beams are crafted to order in a variety of sizes and lengths. Three finish options: Sanded, Lightly Worked, or Heavily Worked. Pre-drilled with free fixings included.</p><p><strong>Finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — clean, contemporary look with rounded edges</li>
<li>
<strong>Lightly Worked</strong> — subtle distressed effect on edges</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled finish, pre-drilled, free fixings. Custom lengths available — message us with requirements.</p>",Craft Wood Furniture,Mantel Beam,"beam, fireplace, handmade, log-burner, mantel, oak, oiled, rustic",TRUE,Title,Default Title,CWF-solid-oak-mantel-beam-all-sizes-oiled,0,shopify,10,deny,manual,173.86,,TRUE,TRUE,,,"Solid Oak Mantel Beam — All Sizes, Oiled",active
solid-oak-mantel-beam-all-sizes-oiled,"Solid Oak Mantel Beam — All Sizes, Oiled","<p>Our Oak Mantel Beams are crafted to order in a variety of sizes and lengths. Three finish options: Sanded, Lightly Worked, or Heavily Worked. Pre-drilled with free fixings included.</p><p><strong>Finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — clean, contemporary look with rounded edges</li>
<li>
<strong>Lightly Worked</strong> — subtle distressed effect on edges</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled finish, pre-drilled, free fixings. Custom lengths available — message us with requirements.</p>",Craft Wood Furniture,Mantel Beam,"beam, fireplace, handmade, log-burner, mantel, oak, oiled, rustic",TRUE,Title,Default Title,CWF-solid-oak-mantel-beam-all-sizes-oiled,0,shopify,10,deny,manual,229.00,,TRUE,TRUE,,,"Solid Oak Mantel Beam — All Sizes, Oiled",active
solid-oak-mantel-beam-all-sizes-oiled,"Solid Oak Mantel Beam — All Sizes, Oiled","<p>Our Oak Mantel Beams are crafted to order in a variety of sizes and lengths. Three finish options: Sanded, Lightly Worked, or Heavily Worked. Pre-drilled with free fixings included.</p><p><strong>Finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — clean, contemporary look with rounded edges</li>
<li>
<strong>Lightly Worked</strong> — subtle distressed effect on edges</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled finish, pre-drilled, free fixings. Custom lengths available — message us with requirements.</p>",Craft Wood Furniture,Mantel Beam,"beam, fireplace, handmade, log-burner, mantel, oak, oiled, rustic",TRUE,Title,Default Title,CWF-solid-oak-mantel-beam-all-sizes-oiled,0,shopify,10,deny,manual,323.00,,TRUE,TRUE,,,"Solid Oak Mantel Beam — All Sizes, Oiled",active
solid-oak-mantel-beam-all-sizes-oiled,"Solid Oak Mantel Beam — All Sizes, Oiled","<p>Our Oak Mantel Beams are crafted to order in a variety of sizes and lengths. Three finish options: Sanded, Lightly Worked, or Heavily Worked. Pre-drilled with free fixings included.</p><p><strong>Finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — clean, contemporary look with rounded edges</li>
<li>
<strong>Lightly Worked</strong> — subtle distressed effect on edges</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled finish, pre-drilled, free fixings. Custom lengths available — message us with requirements.</p>",Craft Wood Furniture,Mantel Beam,"beam, fireplace, handmade, log-burner, mantel, oak, oiled, rustic",TRUE,Title,Default Title,CWF-solid-oak-mantel-beam-all-sizes-oiled,0,shopify,10,deny,manual,526.37,,TRUE,TRUE,,,"Solid Oak Mantel Beam — All Sizes, Oiled",active
solid-oak-mantel-beam-all-sizes-oiled,"Solid Oak Mantel Beam — All Sizes, Oiled","<p>Our Oak Mantel Beams are crafted to order in a variety of sizes and lengths. Three finish options: Sanded, Lightly Worked, or Heavily Worked. Pre-drilled with free fixings included.</p><p><strong>Finish options:</strong></p><ul>
<li>
<strong>Sanded</strong> — clean, contemporary look with rounded edges</li>
<li>
<strong>Lightly Worked</strong> — subtle distressed effect on edges</li>
<li>
<strong>Heavily Worked</strong> — deep scalloping and rustic character</li>
</ul><p><strong>What you receive:</strong> Solid oak beam, oiled finish, pre-drilled, free fixings. Custom lengths available — message us with requirements.</p>",Craft Wood Furniture,Mantel Beam,"beam, fireplace, handmade, log-burner, mantel, oak, oiled, rustic",TRUE,Title,Default Title,CWF-solid-oak-mantel-beam-all-sizes-oiled,0,shopify,10,deny,manual,295.00,,TRUE,TRUE,,,"Solid Oak Mantel Beam — All Sizes, Oiled",active
